Age,Sex,Job,Housing,Savings account,Checking account,Credit amount,Duration,Purpose,description,target
66,male,0,free,quite rich,rich,1480,12,car,"""""""

        This 66-year-old male customer is an unskilled and non-resident worker who owns his home free of mortgage. He has a significant amount of savings, with a quite rich savings account and a rich current account. He is seeking a €1,480 loan to purchase a car, which he intends to repay over a 12-month period.",good risk
25,female,2,rent,unknown,little,1371,24,car,"""""""

        This 25-year-old female customer is a skilled worker who rents her residence. She has a limited current account and no information is available about her savings account; she is seeking a €1,371 loan to purchase a car, which she intends to repay over 24 months.",good risk
37,male,2,own,little,unknown,3535,36,car,"""""""

        The customer is a 37-year-old male with a skilled occupation, who owns his residence. He has a small savings account, but no information is available about his checking account. He is requesting a €3,535 loan to purchase a car, which he intends to repay over a 36-month period.",good risk
25,female,2,own,little,little,3509,18,radio/TV,"""""""

        This 25-year-old female customer is a skilled worker who owns her residence. She has limited savings and current accounts, and is seeking a €3,509 loan for 18 months to purchase a radio or TV.",good risk
38,male,3,own,rich,unknown,5711,36,car,"""""""

        This 38-year-old male customer is a highly skilled professional who owns his residence. He has a rich savings account, but no information is available about his checking account. He is seeking a €5,711 loan to purchase a car, which he intends to repay over 36 months.",good risk
67,female,2,own,little,moderate,3872,18,repairs,"""""""

        This 67-year-old female customer is a skilled worker who owns her residence. She has a moderate current account balance and a small savings account, and is seeking a €3,872 loan for 18 months to cover repair expenses.",good risk
25,male,2,own,little,moderate,4933,39,radio/TV,"""""""

        This 25-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €4,933 loan to purchase a radio or TV, which he intends to repay over 39 months.",good risk
60,male,2,own,rich,unknown,1940,24,car,"""""""

description = ""This 60-year-old male customer, employed in a skilled profession, is a homeowner with a rich savings account. He has requested a €1,940 loan to finance a car purchase, with a repayment period of 24 months. No information is available regarding his checking account.""",good risk
31,male,1,own,little,moderate,1410,12,education,"""""""

        This 31-year-old male customer, who is an unskilled worker and resident, owns his home and has a moderate current account and a small savings account. He is seeking a €1,410 loan for educational purposes, to be repaid over a 12-month period.",good risk
23,female,1,own,moderate,moderate,836,12,car,"""""""

        The customer is a 23-year-old female who is an unskilled worker and resident, owning her residence. She has moderate savings and current accounts, and is seeking a €836 loan for 12 months to purchase a car.",bad risk
60,male,3,own,unknown,moderate,6468,20,car,"""""""

        The customer is a 60-year-old male with a highly skilled occupation, who owns his residence. He has a moderate current account and is seeking a loan of €6,468 to purchase a car, with a repayment term of 20 months; however, no information is available regarding his savings account.",good risk
35,male,1,own,rich,moderate,1941,18,business,"""""""

        This 35-year-old male customer is a resident with an unskilled occupation, who owns his residence. He has a rich savings account and a moderate current account, and is seeking a €1,941 loan for business purposes, to be repaid over 18 months.",good risk
40,male,2,own,quite rich,unknown,2675,22,radio/TV,"""""""

        This 40-year-old male customer is a skilled worker who owns his residence. He has a substantial savings account, although there is no information available regarding his checking account. He is seeking a €2,675 loan to be repaid over 22 months, with the purpose of purchasing a radio or TV.",good risk
38,male,2,own,unknown,unknown,2751,48,car,"""""""

        This 38-year-old male customer, employed in a skilled profession, is a homeowner seeking a loan of €2,751 to finance a car purchase. The loan is requested for a 48-month term. No information is available regarding his savings or checking account history.",good risk
50,male,2,free,little,moderate,6224,48,education,"""""""

        The customer is a 50-year-old male with a skilled occupation, who owns his residence outright. He has a moderate current account balance and a relatively small savings account, and is seeking a €6,224 loan to cover education expenses, which he intends to repay over a 48-month period.",good risk
27,male,2,own,little,little,5998,40,education,"""""""

        This 27-year-old male customer is a skilled worker who owns his residence. He has limited savings and checking accounts, and is seeking a €5,998 loan for educational purposes, to be repaid over 40 months.",good risk
39,female,2,own,little,moderate,1188,21,business,"""""""

        This 39-year-old female customer is a skilled worker who owns her residence. She has a moderate current account and a small savings account, and is seeking a €1,188 loan for business purposes, which she intends to repay over 21 months.",good risk
41,male,3,own,unknown,unknown,6313,24,car,"""""""

        The customer is a 41-year-old male with a highly skilled occupation, who owns his residence. He has requested a loan of €6,313 to finance a car purchase, with a repayment term of 24 months. No information is available regarding his savings or checking account history.",good risk
27,male,2,own,unknown,unknown,1221,6,furniture/equipment,"""""""

        This 27-year-old male customer, classified as skilled, is a homeowner. He has requested a €1,221 loan for a period of 6 months, specifically to purchase furniture or equipment. No information is available regarding his savings or checking account history.",good risk
51,male,2,free,little,rich,2892,24,furniture/equipment,"""""""

        The customer is a 51-year-old male with a skilled occupation, who owns his residence outright. He has a modest savings account but a substantial current account, and is seeking a €2,892 loan to be repaid over 24 months, which will be used to purchase furniture and equipment.",good risk
32,male,2,rent,quite rich,unknown,3062,24,furniture/equipment,"""""""

        The customer is a 32-year-old male with a skilled occupation, who rents his residence. He has a substantial savings account, although there is no information available regarding his checking account. He is seeking a €3,062 loan to be repaid over 24 months, which will be used to purchase furniture and equipment.",good risk
22,female,2,rent,moderate,unknown,2301,9,furniture/equipment,"""""""

        This 22-year-old female customer is a skilled worker who rents her accommodation. She has a moderate savings account, but no information is available about her checking account. She is seeking a €2,301 loan for 9 months to purchase furniture and equipment.",bad risk
51,male,2,free,unknown,little,7511,18,car,"""""""

        This 51-year-old male customer, classified as skilled in his profession, owns his residence outright. He has a limited current account and no information is available regarding his savings account. He is seeking a €7,511 loan to finance a car purchase, which he intends to repay over an 18-month period.",good risk
22,female,1,rent,little,unknown,1258,12,furniture/equipment,"""""""

customer_description = ""The customer is a 22-year-old female who is an unskilled worker and resident. She rents her home and has a small savings account, although there is no information available about her checking account. She is seeking a €1,258 loan to purchase furniture and equipment, which she intends to repay over a 12-month period.""",bad risk
54,male,2,own,unknown,unknown,717,24,car,"""""""

        This 54-year-old male customer, classified as skilled, is a homeowner. He has requested a €717 loan to finance a car purchase, which he intends to repay over 24 months. No information is available regarding his savings or checking account history.",good risk
35,male,0,own,unknown,moderate,1549,9,car,"""""""

        This 35-year-old male customer, who is an unskilled and non-resident worker, owns his home. He has a moderate current account, but there is no information available about his savings account. He is seeking a €1,549 loan to purchase a car, which he intends to repay over a 9-month period.",bad risk
54,male,2,free,little,unknown,1597,24,education,"""""""

        The customer is a 54-year-old male with a skilled occupation, who owns his residence outright. He has a limited savings account and has requested a €1,597 loan for educational purposes, to be repaid over 24 months; however, no information is available regarding his checking account.",good risk
48,female,1,rent,little,moderate,1795,18,radio/TV,"""""""

customer_description = ""The customer is a 48-year-old female, currently working in an unskilled and resident capacity, and renting her place of residence. She has a moderate current account and a small savings account, and is seeking a loan of €1,795 to be repaid over 18 months, with the purpose of purchasing a radio or TV.""",bad risk
24,female,2,own,little,little,4272,20,furniture/equipment,"""""""

        This 24-year-old female customer is a skilled worker who owns her residence. She has limited savings and checking accounts, and is seeking a €4,272 loan to purchase furniture and equipment, which she intends to repay over 20 months.",good risk
35,male,2,own,unknown,unknown,976,12,radio/TV,"""""""

        The customer is a 35-year-old male with a skilled occupation, who owns his residence. He has requested a loan of €976 to be repaid over 12 months, with the purpose of purchasing a radio or TV. No information is available regarding his savings or checking account.",good risk
24,female,0,rent,unknown,moderate,7472,12,car,"""""""

customer_description = ""The customer is a 24-year-old female who works in an unskilled and non-resident capacity. She rents her accommodation and has a moderate current account, although there is no information available regarding her savings account. She is seeking a €7,472 loan over a 12-month period to finance the purchase of a car.""",bad risk
24,male,2,own,little,little,9271,36,car,"""""""

customer_description = ""This 24-year-old male customer is a skilled worker who owns his residence. He has limited savings and current accounts, and is seeking a €9,271 loan to finance a car purchase, with a repayment term of 36 months.""",good risk
26,male,1,own,little,moderate,590,6,radio/TV,"""""""

        This 26-year-old male customer is an unskilled worker residing in his own home. He has a moderate current account and a small savings account, and is seeking a €590 loan for 6 months to purchase a radio or TV.",bad risk
65,male,2,own,unknown,unknown,930,12,radio/TV,"""""""

        The customer is a 65-year-old male with a skilled occupation, who owns his residence. He has requested a loan of €930 to be repaid over 12 months, with the purpose of purchasing a radio or TV, although no information is available regarding his savings or checking account history.",bad risk
55,male,3,free,little,moderate,9283,42,car,"""""""

description = ""This 55-year-old male customer is a highly skilled worker who owns his residence outright. He has a moderate current account and a small savings account, and is seeking a €9,283 loan to purchase a car, which he intends to repay over 42 months.""",good risk
26,female,0,rent,little,moderate,1778,15,car,"""""""

customer_description = ""This 26-year-old female customer, who is an unskilled and non-resident worker, rents her accommodation. She has a moderate current account and a small savings account, and is seeking a €1,778 loan to purchase a car, which she wishes to repay over 15 months.""",bad risk
26,male,2,own,little,moderate,907,8,business,"""""""

        This 26-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €907 loan for business purposes, to be repaid over an 8-month period.",good risk
28,male,1,own,little,moderate,484,6,radio/TV,"""""""

        This 28-year-old male customer is an unskilled worker residing in his own home. He has a moderate current account and a small savings account, and is seeking a €484 loan for a radio/TV purchase, which he intends to repay over a 6-month period.",bad risk
24,male,2,own,little,little,9629,36,car,"""""""

        This 24-year-old male customer is a skilled worker who owns his residence. He has limited savings and current accounts, and is seeking a €9,629 loan to finance a car purchase, which he intends to repay over 36 months.",good risk
54,male,2,own,little,little,3051,48,domestic appliances,"""""""

customer_description = ""This 54-year-old male customer is a skilled worker who owns his residence. He has limited savings and current accounts, and is seeking a €3,051 loan to purchase domestic appliances, which he intends to repay over 48 months.""",good risk
46,male,2,free,little,little,3931,48,car,"""""""

        The customer is a 46-year-old male with a skilled occupation, who owns his residence free of mortgage. He has limited savings and current accounts, and is seeking a €3,931 loan to purchase a car, with a repayment period of 48 months.",good risk
54,female,2,rent,little,moderate,7432,36,car,"""""""

description = ""This 54-year-old female customer, employed in a skilled profession, rents her residence. She has a moderate current account and a small savings account, and is seeking a €7,432 loan to purchase a car, which she intends to repay over 36 months.""

# Return the description
print(description)",good risk
62,male,2,own,quite rich,unknown,1338,6,domestic appliances,"""""""

        The customer is a 62-year-old male with a skilled occupation, who owns his residence. He has a substantial savings account, although no information is available regarding his checking account. He is seeking a €1,338 loan for a term of 6 months to finance the purchase of domestic appliances.",good risk
24,female,2,rent,little,unknown,1554,6,radio/TV,"""""""

        This 24-year-old female customer, employed in a skilled profession, currently rents her residence. She has a limited savings account and has requested a €1,554 loan for a period of 6 months, intended for the purchase of a radio or TV, although no information is available regarding her checking account.",bad risk
43,male,3,own,little,little,15857,36,vacation/others,"""""""

        The customer is a 43-year-old male with a highly skilled occupation, who owns his residence. He has limited savings and current accounts, and is seeking a €15,857 loan to be repaid over 36 months, with the purpose of financing a vacation or other personal expenses.",good risk
26,male,2,own,little,little,1345,18,radio/TV,"""""""

        This 26-year-old male customer, employed in a skilled profession, is a homeowner. He has limited savings and checking accounts, and is seeking a €1,345 loan for 18 months to purchase a radio or TV.",good risk
27,male,2,own,little,unknown,1101,12,car,"""""""

        This 27-year-old male customer is a skilled worker who owns his residence. He has a limited savings account and has requested a €1,101 loan to finance a car purchase, with a repayment period of 12 months; however, no information is available regarding his checking account.",good risk
24,male,2,own,little,rich,3016,12,radio/TV,"""""""

        This 24-year-old male customer, employed in a skilled profession, owns his residence and has a savings account with a limited balance. He has a rich current account and is seeking a €3,016 loan for 12 months to purchase a radio or TV.",good risk
41,male,2,own,little,little,2712,36,furniture/equipment,"""""""

        This 41-year-old male customer, employed in a skilled profession, is a homeowner. He has limited savings and checking accounts, and is seeking a €2,712 loan to be repaid over 36 months, specifically for the purpose of purchasing furniture and equipment.",good risk
47,male,1,own,little,little,731,8,car,"""""""

customer_description = ""This 47-year-old male customer, who is an unskilled worker and resident, owns his home. He has limited savings and checking accounts, and is seeking a €731 loan to purchase a car, which he intends to repay over an 8-month period.""",bad risk
35,male,3,own,little,unknown,3780,18,furniture/equipment,"""""""

        The customer is a 35-year-old male with a highly skilled occupation, who owns his residence. He has a limited savings account and no information is available regarding his checking account. He is seeking a €3,780 loan for 18 months to purchase furniture and equipment.",good risk
30,male,2,own,little,little,1602,21,car,"""""""

description = ""This 30-year-old male customer, classified as skilled, is a homeowner and has limited savings and current accounts. He is seeking a €1,602 loan to purchase a car, with a repayment period of 21 months.""

# Output
print(description)",good risk
33,female,2,rent,little,little,3966,18,car,"""""""

        This 33-year-old female customer, employed in a skilled profession, currently rents her residence. She has limited savings and checking accounts, and is seeking a €3,966 loan to finance a car purchase, with a repayment period of 18 months.",good risk
36,male,2,own,little,unknown,4165,18,business,"""""""

        This 36-year-old male customer, employed in a skilled profession, is a homeowner. He has a limited savings account and has requested a €4,165 loan for business purposes, to be repaid over 18 months; however, no information is available regarding his checking account.",good risk
47,male,2,free,unknown,little,8335,36,car,"""""""

        The customer is a 47-year-old male with a skilled occupation, who owns his residence. He has a limited current account and no information is available regarding his savings account. He is seeking a €8,335 loan to purchase a car, with a repayment period of 36 months.",good risk
38,male,2,free,unknown,moderate,6681,48,business,"""""""

        This 38-year-old male customer, employed in a skilled profession, owns his residence outright. He has a moderate current account and is seeking a €6,681 loan for business purposes, to be repaid over 48 months; however, no information is available regarding his savings account.",good risk
44,male,2,own,quite rich,unknown,2375,24,business,"""""""

        This 44-year-old male customer, classified as skilled, is a homeowner with a substantial savings account. He has requested a €2,375 loan for business purposes, to be repaid over 24 months; however, no information is available regarding his checking account.",good risk
23,female,2,rent,little,little,1216,18,car,"""""""

        This 23-year-old female customer is a skilled worker who rents her residence. She has limited savings and current accounts, and is seeking a €1,216 loan to purchase a car, which she intends to repay over 18 months.",bad risk
29,male,2,rent,little,little,11816,45,business,"""""""

customer_description = ""The customer is a 29-year-old male with a skilled occupation, currently renting his residence. He has limited savings and checking accounts, and is seeking a €11,816 loan for business purposes, to be repaid over 45 months.""",bad risk
42,female,2,own,unknown,moderate,5084,24,radio/TV,"""""""

        This 42-year-old female customer is a skilled worker who owns her residence. She has a moderate current account and is seeking a €5,084 loan to be repaid over 24 months, with the purpose of purchasing a radio or TV; however, no information is available regarding her savings account.",good risk
25,female,1,own,little,rich,2327,15,radio/TV,"""""""

        The customer is a 25-year-old female resident who works in an unskilled capacity and owns her residence. She has a modest savings account but a substantial current account, and is seeking a €2,327 loan to be repaid over 15 months, which she intends to use to purchase a radio or TV.",bad risk
48,male,2,own,little,little,1082,12,car,"""""""

        The customer is a 48-year-old male with a skilled occupation, who owns his residence. He has limited savings and current accounts, and is seeking a €1,082 loan for 12 months to purchase a car.",good risk
21,female,2,own,unknown,unknown,886,12,radio/TV,"""""""

customer_description = ""This 21-year-old female customer is a skilled worker and a homeowner. She has requested a €886 loan for a 12-month period to purchase a radio or TV, but no information is available regarding her savings or checking account history.""",bad risk
23,female,1,rent,little,unknown,601,4,furniture/equipment,"""""""

The customer is a 23-year-old female who is an unskilled worker and a resident, currently renting her accommodation. She has a small savings account, but there is no information available about her checking account. She has requested a €601 loan for a period of 4 months to purchase furniture and equipment.",bad risk
63,male,2,own,little,little,2957,24,car,"""""""

        This 63-year-old male customer is a skilled worker who owns his residence. He has limited savings and current accounts, and is seeking a €2,957 loan to purchase a car, which he intends to repay over 24 months.",good risk
46,male,2,own,little,unknown,2611,24,radio/TV,"""""""

        The customer is a 46-year-old male with a skilled occupation, who owns his residence. He has a small savings account, but there is no information available about his checking account. He is seeking a €2,611 loan for 24 months to purchase a radio or TV.",good risk
29,male,2,own,little,little,5179,36,furniture/equipment,"""""""

description = ""This 29-year-old male customer is a skilled worker who owns his residence. He has limited savings and current accounts, and is seeking a €5,179 credit for 36 months to purchase furniture and equipment.""",good risk
28,male,1,own,little,unknown,2993,21,car,"""""""

        The customer is a 28-year-old male who is an unskilled worker and resident, owning his place of residence. He has a limited savings account, but there is no information available regarding his checking account. He is seeking a €2,993 loan to purchase a car, which he intends to repay over a period of 21 months.",bad risk
23,female,2,own,little,unknown,1943,18,repairs,"""""""

        The customer is a 23-year-old female with a skilled occupation, who owns her residence. She has a limited savings account and has requested a €1,943 loan for repairs, to be repaid over 18 months; however, no information is available regarding her checking account.",good risk
50,male,2,own,little,unknown,1559,24,business,"""""""

        The customer is a 50-year-old male with a skilled occupation, who owns his residence. He has a limited savings account and has requested a €1,559 loan for business purposes, to be repaid over 24 months; however, no information is available regarding his checking account.",good risk
47,male,2,own,little,unknown,3422,18,furniture/equipment,"""""""

        The customer is a 47-year-old male with a skilled occupation, who owns his residence. He has a limited savings account and has requested a €3,422 loan for 18 months to finance furniture and equipment, although no information is available about his checking account.",good risk
35,male,2,own,unknown,moderate,3976,21,furniture/equipment,"""""""

        This 35-year-old male customer, employed in a skilled profession, is a homeowner. He has a moderate current account and is seeking a €3,976 loan to be repaid over 21 months, which will be used to purchase furniture and equipment. No information is available regarding his savings account.",good risk
68,male,2,rent,unknown,unknown,6761,18,car,"""""""

        The customer is a 68-year-old male with a skilled occupation, who rents his residence. He has requested a loan of €6,761 to purchase a car, with a repayment period of 18 months. No information is available regarding his savings or checking accounts.",bad risk
28,male,2,own,little,unknown,1249,24,car,"""""""

        The customer is a 28-year-old male with a skilled occupation, who owns his residence. He has a limited savings account and has requested a €1,249 loan to finance a car purchase, with a repayment period of 24 months. No information is available regarding his checking account.",good risk
59,male,2,own,little,little,1364,9,radio/TV,"""""""

customer_description = ""The customer is a 59-year-old male with a skilled occupation, who owns his residence. He has limited savings and current accounts, and is seeking a €1,364 loan for a radio/TV purchase, to be repaid over 9 months.""",good risk
57,male,1,own,little,little,709,12,radio/TV,"""""""

        The customer is a 57-year-old male, employed in an unskilled capacity and residing locally, who owns his home. He has limited savings and current accounts, and is seeking a €709 loan for a 12-month period to purchase a radio or TV, indicating a focus on consumer goods.",bad risk
33,male,2,rent,little,little,2235,20,car,"""""""

        This 33-year-old male customer, employed in a skilled profession, rents his residence. He has limited savings and current accounts, and is seeking a €2,235 loan to purchase a car, which he intends to repay over 20 months.",good risk
43,male,2,own,unknown,unknown,4042,24,car,"""""""

        The customer is a 43-year-old male with a skilled occupation, who owns his residence. He has requested a €4,042 loan to finance a car purchase, with a repayment period of 24 months. No information is available regarding his savings or checking account history.",good risk
35,male,2,free,little,unknown,1471,15,radio/TV,"""""""

        The customer is a 35-year-old male with a skilled occupation, who owns his residence free of mortgage. He has a limited savings account and no information is available regarding his checking account. He is requesting a €1,471 loan for a period of 15 months to purchase a radio or TV.",good risk
32,male,1,free,little,little,1442,18,car,"""""""

description = ""The customer is a 32-year-old male who is an unskilled worker and a resident. He owns his home free and clear, and has limited savings and checking accounts. He is seeking a €1,442 loan to purchase a car, which he intends to repay over 18 months.""",bad risk
45,male,2,own,little,unknown,10875,36,car,"""""""

        The customer is a 45-year-old male with a skilled occupation, who owns his residence. He has a limited savings account and has requested a €10,875 loan to purchase a car, with a repayment term of 36 months; however, no information is available regarding his checking account.",good risk
33,male,2,own,moderate,unknown,1474,24,car,"""""""

        The customer is a 33-year-old male with a skilled occupation, who owns his residence. He has a moderate savings account, but no information is available about his checking account. He is requesting a €1,474 loan to finance a car purchase, which he intends to repay over a 24-month period.",good risk
40,female,2,own,unknown,unknown,894,10,education,"""""""

        The customer is a 40-year-old female with a skilled occupation, who owns her residence. She has requested a loan of €894 to be repaid over 10 months, with the purpose of financing education expenses. No information is available regarding her savings or checking account history.",good risk
28,male,2,free,little,unknown,3343,15,furniture/equipment,"""""""

        The customer is a 28-year-old male with a skilled occupation, who owns his residence free of mortgage. He has a limited savings account and no information is available about his checking account. He is seeking a €3,343 loan to purchase furniture and equipment, which he intends to repay over 15 months.",good risk
29,female,2,own,little,little,3959,15,car,"""""""

customer_description = ""This 29-year-old female customer is a skilled worker who owns her residence. She has limited savings and current accounts, and is seeking a €3,959 loan to finance a car purchase, which she intends to repay over 15 months.""",good risk
26,male,2,rent,moderate,unknown,3577,9,car,"""""""

description = ""This 26-year-old male customer, classified as skilled, currently rents his residence. He has a moderate savings account, but no information is available about his checking account; he is seeking a €3,577 loan to finance a car purchase, which he intends to repay over a 9-month period.""",good risk
27,male,2,own,rich,unknown,5804,24,car,"""""""

        This 27-year-old male customer, who is skilled and owns his residence, has a rich savings account. He is seeking a €5,804 loan to finance a car purchase, with a repayment period of 24 months. No information is available regarding his checking account.",good risk
28,male,2,own,little,unknown,2169,18,business,"""""""

        This 28-year-old male customer is a skilled worker who owns his residence. He has a limited savings account and has requested a €2,169 loan for business purposes, to be repaid over 18 months; however, no information is available regarding his checking account.",good risk
35,female,2,own,little,little,2439,24,radio/TV,"""""""

customer_description = ""This 35-year-old female customer is a skilled worker who owns her residence. She has limited savings and current accounts, and is seeking a €2,439 loan for 24 months to purchase a radio or TV.""",good risk
32,male,1,own,rich,unknown,4526,27,furniture/equipment,"""""""

        The customer is a 32-year-old male who is an unskilled worker and a resident, owning his residence. He has a rich savings account, but no information is available about his checking account. He is seeking a €4,526 loan for 27 months to purchase furniture and equipment.",bad risk
25,male,1,rent,little,unknown,2210,10,furniture/equipment,"""""""

customer_description = ""The customer is a 25-year-old male, employed in an unskilled capacity and residing locally, who rents his accommodation. He has a limited savings account and has requested a €2,210 loan for a term of 10 months to purchase furniture and equipment, although no information is available regarding his checking account.""",bad risk
20,female,2,rent,quite rich,unknown,2221,15,furniture/equipment,"""""""

        This 20-year-old female customer is a skilled worker who rents her accommodation. She has a substantial savings account, although there is no information available regarding her checking account, and is seeking a €2,221 loan to purchase furniture and equipment, which she intends to repay over 15 months.",bad risk
27,female,2,own,little,little,2389,18,radio/TV,"""""""

customer_description = ""This 27-year-old female customer is a skilled worker who owns her residence. She has limited savings and checking accounts, and is seeking a €2,389 loan to purchase a radio/TV, with a repayment term of 18 months.""",good risk
42,male,2,own,little,unknown,3331,12,furniture/equipment,"""""""

customer_description = ""The customer is a 42-year-old male with a skilled occupation, who owns his residence. He has a limited savings account and has requested a €3,331 loan for 12 months to purchase furniture and equipment, although no information is available about his checking account.""",good risk
37,male,2,own,unknown,unknown,7409,36,business,"""""""

        The customer is a 37-year-old male with a skilled occupation, who owns his residence. He has requested a €7,409 loan for business purposes, to be repaid over 36 months. No information is available regarding his savings or checking account.",good risk
24,female,2,rent,little,little,652,12,furniture/equipment,"""""""

    This 24-year-old female customer is a skilled worker who rents her accommodation. She has limited savings and a modest current account balance, and is seeking a €652 loan to purchase furniture and equipment, which she intends to repay over a 12-month period.",bad risk
40,female,2,own,quite rich,unknown,7678,36,furniture/equipment,"""""""

        This 40-year-old female customer is a skilled worker who owns her residence. She has a substantial savings account, although there is no information available about her checking account, and is seeking a €7,678 loan to be repaid over 36 months to finance furniture and equipment purchases.",good risk
46,male,2,own,little,rich,1343,6,car,"""""""

        This 46-year-old male customer, employed in a skilled profession, is a homeowner. He has a limited savings account but a substantial current account, and is seeking a €1,343 loan for a 6-month period to finance a car purchase.",good risk
26,male,2,own,moderate,little,1382,24,business,"""""""

        This 26-year-old male customer is a skilled worker who owns his residence. He has a moderate savings account and a small current account, and is seeking a €1,382 loan for business purposes, which he intends to repay over 24 months.",good risk
24,female,2,own,unknown,unknown,874,15,domestic appliances,"""""""

customer_description = ""The customer is a 24-year-old female with a skilled occupation, who owns her residence. She has requested a loan of €874 to be repaid over 15 months, with the purpose of purchasing domestic appliances. No information is available regarding her savings or checking account.""",good risk
29,male,1,own,little,little,3590,12,furniture/equipment,"""""""

description = ""The customer is a 29-year-old male who is an unskilled worker and a resident. He owns his home and has limited savings and checking accounts. He is seeking a €3,590 loan for 12 months to purchase furniture and equipment.""

# Return the description
print(description)",bad risk
40,female,2,own,rich,moderate,1322,11,car,"""""""

        This 40-year-old female customer is a skilled worker who owns her residence. She has a rich savings account and a moderate current account, and is seeking a €1,322 loan for 11 months to finance a car purchase.",good risk
36,male,3,free,little,little,1940,18,radio/TV,"""""""

        This 36-year-old male customer, employed in a highly skilled profession, owns his residence outright. He has limited savings and current accounts, and is seeking a €1,940 loan to purchase a radio or TV, with a repayment term of 18 months.",good risk
28,male,2,own,little,unknown,3595,36,radio/TV,"""""""

        This 28-year-old male customer, employed in a skilled profession, is a homeowner. He has a limited savings account and has requested a €3,595 loan for 36 months to purchase a radio or TV, although no information is available regarding his checking account.",good risk
27,male,3,free,little,little,1422,9,car,"""""""

        This 27-year-old male customer is a highly skilled worker who owns his residence free of mortgage. He has limited savings and checking accounts, and is seeking a €1,422 loan to finance a car purchase, which he intends to repay over a 9-month period.",good risk
36,male,2,own,unknown,unknown,6742,30,radio/TV,"""""""

description = ""The customer is a 36-year-old male with a skilled occupation, who owns his residence. He has requested a loan of €6,742 to be repaid over 30 months, with the purpose of purchasing a radio or TV, although no information is available regarding his savings or checking account history.""",good risk
38,male,3,own,little,unknown,7814,24,car,"""""""

customer_description = ""This 38-year-old male customer, classified as highly skilled, is a homeowner with limited savings. He has requested a €7,814 loan to finance a car purchase, with a repayment period of 24 months; however, no information is available regarding his checking account.""",good risk
48,male,2,free,unknown,unknown,9277,24,car,"""""""

        The customer is a 48-year-old male with a skilled occupation, who owns his residence outright. He has requested a loan of €9,277 to finance the purchase of a car, with a repayment term of 24 months; however, no information is available regarding his savings or checking account history.",good risk
36,male,2,own,unknown,moderate,2181,30,car,"""""""

    The customer is a 36-year-old male with a skilled occupation, who owns his residence. He has a moderate current account, but no information is available regarding his savings account. He is requesting a €2,181 loan to finance a car purchase, which he intends to repay over a 30-month period.",good risk
65,female,0,own,little,unknown,1098,18,radio/TV,"""""""

        The customer is a 65-year-old female who works in an unskilled and non-resident capacity. She owns her home and has a small savings account, although there is no information available regarding her checking account. She is seeking a loan of €1,098 to be repaid over 18 months, which she intends to use to purchase a radio or TV.",bad risk
43,male,2,own,little,moderate,4057,24,furniture/equipment,"""""""

description = ""The customer is a 43-year-old male with a skilled occupation, who owns his residence. He has a moderate current account and a small savings account, and is seeking a €4,057 loan to be repaid over 24 months, specifically to purchase furniture and equipment.""",good risk
53,female,2,own,little,little,795,12,education,"""""""

        This 53-year-old female customer, employed in a skilled profession, is a homeowner with limited savings and checking accounts. She is seeking a €795 loan for educational purposes, to be repaid over a 12-month period.",good risk
34,male,2,own,unknown,moderate,2825,24,business,"""""""

        The customer is a 34-year-old male with a skilled occupation, who owns his residence. He has a moderate current account, but no information is available regarding his savings account. He is seeking a €2,825 loan for business purposes, to be repaid over a 24-month period.",good risk
23,male,2,own,little,moderate,15672,48,business,"""""""

description = ""This 23-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €15,672 loan for business purposes, to be repaid over 48 months.""",bad risk
34,male,3,own,little,unknown,6614,36,car,"""""""

        This 34-year-old male customer, classified as highly skilled, is a homeowner with a limited savings account. He has requested a €6,614 loan to finance a car purchase, with a repayment period of 36 months, although no information is available regarding his checking account.",good risk
40,male,2,rent,unknown,unknown,7824,28,car,"""""""

        This 40-year-old male customer, classified as skilled, currently rents his residence. He has requested a €7,824 loan to finance a car purchase, with a repayment term of 28 months; however, no information is available regarding his savings or checking account history.",good risk
43,male,3,own,little,little,2442,27,business,"""""""

description = ""The customer is a 43-year-old male with a highly skilled occupation, who owns his residence. He has limited savings and current accounts, and is seeking a €2,442 loan for business purposes, to be repaid over 27 months.""",good risk
46,male,2,own,little,unknown,1829,15,radio/TV,"""""""

customer_description = ""The customer is a 46-year-old male with a skilled occupation, who owns his residence. He has a small savings account, but no information is available about his checking account; he is requesting a €1,829 credit for 15 months to purchase a radio/TV.""",good risk
38,male,1,own,little,little,2171,12,car,"""""""

        This 38-year-old male customer, who is an unskilled worker and resident, owns his home and has limited savings and checking accounts. He is seeking a €2,171 loan for 12 months to purchase a car.",good risk
34,male,2,own,little,moderate,5800,36,car,"""""""

        This 34-year-old male customer is a skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €5,800 loan to finance a car purchase, which he intends to repay over 36 months.",good risk
29,male,2,own,unknown,unknown,1169,18,radio/TV,"""""""

        The customer is a 29-year-old male with a skilled occupation, who owns his residence. He has requested a loan of €1,169 to be repaid over 18 months, with the purpose of purchasing a radio or TV. No information is available regarding his savings or checking account.",good risk
